"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.010938976E0,-1.080000028E-1,-2.649999857E-1,5.310000181E-1
2.015900899E0,-1.289999932E-1,-3.089999855E-1,3.420000076E-1
2.020863294E0,-7.400000095E-2,-2.689999938E-1,2.060000002E-1
2.025825524E0,-4.699999839E-2,-1.089999974E-1,1.120000035E-1
2.030787678E0,-3.400000185E-2,-4.500000179E-2,-1.159999967E-1
2.035750077E0,-1.799999923E-2,-8.900000155E-2,-1.819999963E-1
2.040712231E0,4.800000042E-2,2.000000095E-3,-1.260000020E-1
2.045674385E0,4.699999839E-2,1.070000008E-1,-2.469999939E-1
2.050636539E0,4.999999888E-3,1.589999944E-1,-2.730000019E-1
2.055598769E0,3.000000026E-3,1.040000021E-1,-2.119999975E-1
2.060560928E0,-3.999999911E-2,4.699999839E-2,-1.289999932E-1
2.065523313E0,-1.110000014E-1,-7.599999756E-2,7.500000298E-2
2.070485544E0,-1.420000046E-1,8.500000089E-2,1.299999952E-1
2.075447650E0,-8.500000089E-2,8.000000380E-3,2.770000100E-1
2.080409880E0,3.400000185E-2,-1.570000052E-1,2.779999971E-1
2.085372034E0,4.600000009E-2,-1.199999973E-1,3.759999871E-1
2.090334188E0,3.000000026E-3,-1.389999986E-1,3.100000024E-1
2.095296573E0,-3.700000048E-2,-1.550000012E-1,3.179999888E-1
2.100258803E0,-3.700000048E-2,-2.280000001E-1,2.249999940E-1
2.105220957E0,2.610000074E-1,-3.319999874E-1,2.700000107E-1
2.110183111E0,2.210000008E-1,-2.590000033E-1,2.070000023E-1
2.115145491E0,-1.340000033E-1,-1.480000019E-1,1.110000014E-1
2.120107645E0,-3.479999900E-1,-1.169999987E-1,4.899999872E-2
2.125069798E0,-3.610000014E-1,-1.289999932E-1,-1.080000028E-1
2.130032053E0,-2.399999946E-1,-5.799999833E-2,-1.159999967E-1
2.134994207E0,-9.899999946E-2,-4.399999976E-2,-1.630000025E-1
2.139956626E0,-5.900000036E-2,6.700000167E-2,-1.850000024E-1
2.144918549E0,-6.100000069E-2,1.379999965E-1,-2.750000060E-1
2.149880933E0,5.999999866E-2,1.829999983E-1,-3.930000067E-1
2.154843173E0,-6.000000052E-3,2.800000012E-1,-4.950000048E-1
2.159805327E0,8.799999952E-2,2.700000107E-1,-5.310000181E-1
2.164767481E0,1.550000012E-1,2.240000069E-1,-4.050000012E-1
2.169729871E0,1.659999937E-1,2.879999876E-1,-3.350000083E-1
2.174692101E0,1.920000017E-1,3.030000031E-1,-2.269999981E-1
2.179654173E0,2.969999909E-1,1.500000060E-1,-2.669999897E-1
2.184616404E0,2.280000001E-1,1.080000028E-1,-1.580000073E-1
2.189578789E0,2.269999981E-1,5.400000140E-2,-2.199999988E-2
2.194540707E0,2.360000014E-1,9.300000221E-2,5.900000036E-2
2.199503091E0,3.019999862E-1,0.000000000E0,5.799999833E-2
2.204465322E0,3.000000119E-1,-9.399999678E-2,2.339999974E-1
2.209427467E0,2.179999948E-1,-1.469999999E-1,2.599999905E-1
2.214389621E0,2.020000070E-1,-9.099999815E-2,3.199999928E-1
2.219351760E0,2.140000015E-1,-1.979999989E-1,2.639999986E-1
2.224314144E0,1.190000027E-1,-3.339999914E-1,3.729999959E-1
2.229276298E0,5.200000107E-2,-2.660000026E-1,4.410000145E-1
2.234238452E0,2.400000021E-2,-3.709999919E-1,4.379999936E-1
2.239200683E0,-2.899999917E-2,-3.289999962E-1,4.650000036E-1
2.244163068E0,-2.700000070E-2,-2.630000114E-1,1.940000057E-1
2.249125236E0,-6.499999762E-2,-2.259999961E-1,-7.000000216E-3
2.254087390E0,-8.299999684E-2,-2.230000049E-1,-1.710000038E-1
2.259049621E0,-1.609999985E-1,-1.599999964E-1,-4.009999931E-1
2.264011775E0,-9.099999815E-2,-8.299999684E-2,-4.930000007E-1
2.268973929E0,-4.800000042E-2,4.699999839E-2,-6.809999943E-1
2.273936308E0,-6.499999762E-2,7.699999958E-2,-9.319999814E-1
2.278898462E0,-6.300000101E-2,2.070000023E-1,-9.969999790E-1
2.283860693E0,1.799999923E-2,1.770000011E-1,-1.064000010E0
2.288822832E0,1.000000015E-1,1.770000011E-1,-8.730000257E-1
2.293784986E0,1.589999944E-1,1.400000006E-1,-9.219999909E-1
2.298747140E0,4.800000042E-2,5.700000003E-2,-7.310000062E-1
2.303709524E0,1.140000001E-1,1.289999932E-1,-5.690000057E-1
2.308671678E0,4.399999976E-2,-1.499999966E-2,-2.590000033E-1
2.313633914E0,2.600000054E-2,-9.899999946E-2,6.000000052E-3
2.318596068E0,-2.000000095E-3,-2.280000001E-1,2.879999876E-1
2.323558452E0,-3.200000152E-2,-2.090000063E-1,4.490000010E-1
2.328520375E0,-6.100000069E-2,-2.179999948E-1,6.230000257E-1
2.333482837E0,-1.630000025E-1,-2.109999955E-1,6.869999766E-1
2.338444904E0,-1.909999996E-1,-3.950000107E-1,7.519999743E-1
2.343407135E0,-1.640000045E-1,-3.939999938E-1,7.779999971E-1
2.348369289E0,-2.329999954E-1,-3.799999952E-1,7.509999871E-1
2.353331457E0,-5.400000140E-2,-1.150000021E-1,5.230000019E-1
2.358293842E0,-1.889999956E-1,-1.560000032E-1,3.459999859E-1
2.363255996E0,-9.300000221E-2,-7.699999958E-2,1.019999981E-1
2.368218106E0,-2.400000021E-2,-1.200000010E-2,-1.000000015E-1
2.373180337E0,-8.000000380E-3,3.099999949E-2,-2.029999942E-1
2.378142716E0,-7.000000216E-3,6.800000370E-2,-2.829999924E-1
2.383104870E0,7.400000095E-2,3.900000080E-2,-4.589999914E-1
2.388067024E0,1.570000052E-1,1.609999985E-1,-5.270000100E-1
2.393029255E0,5.900000036E-2,1.010000035E-1,-4.749999940E-1
2.397991332E0,8.600000292E-2,-6.199999899E-2,-3.529999852E-1
2.402953562E0,-9.000000358E-2,-1.140000001E-1,-1.630000025E-1
2.407915963E0,4.999999888E-3,-6.899999827E-2,-1.110000014E-1
2.412878117E0,-4.600000009E-2,-7.000000030E-2,1.539999992E-1
2.417840376E0,-3.099999949E-2,-7.900000364E-2,1.509999931E-1
2.422802530E0,9.999999776E-3,-1.700000018E-1,1.630000025E-1
2.427764606E0,-2.999999933E-2,-9.799999744E-2,2.700000107E-1
2.432726828E0,-4.100000113E-2,-2.370000035E-1,2.980000079E-1
2.437689213E0,-1.080000028E-1,-1.780000031E-1,2.820000052E-1
2.442651367E0,1.230000034E-1,-1.220000014E-1,1.860000044E-1
2.447613516E0,1.089999974E-1,-1.490000039E-1,2.540000081E-1
2.452575746E0,1.400000006E-1,-3.599999845E-2,7.400000095E-2
2.457537900E0,1.110000014E-1,-2.199999988E-2,1.289999932E-1
2.462500054E0,1.400000043E-2,-6.400000304E-2,1.150000021E-1
2.467462439E0,2.700000070E-2,-6.499999762E-2,2.380000055E-1
2.472424593E0,2.400000021E-2,1.499999966E-2,3.400000185E-2
2.477386823E0,-1.600000076E-2,4.199999943E-2,-7.400000095E-2
2.482348977E0,5.099999905E-2,0.000000000E0,3.500000015E-2
2.487311145E0,2.400000021E-2,6.800000370E-2,-7.299999893E-2
2.492273530E0,-2.000000095E-3,-2.800000086E-2,-1.129999980E-1
2.497235698E0,2.500000037E-2,1.070000008E-1,-1.809999943E-1
2.502197851E0,5.400000140E-2,5.299999937E-2,-1.129999980E-1
2.507160082E0,8.200000226E-2,1.220000014E-1,-1.679999977E-1
2.512122250E0,3.999999911E-2,7.400000095E-2,-1.230000034E-1
2.517084404E0,1.220000014E-1,1.689999998E-1,-1.369999945E-1
2.522046789E0,6.800000370E-2,6.100000069E-2,-9.600000083E-2
2.527008910E0,1.080000028E-1,6.100000069E-2,-2.460000068E-1
2.531971064E0,1.389999986E-1,1.600000076E-2,-1.220000014E-1
2.536933251E0,1.770000011E-1,8.500000089E-2,-6.800000370E-2
2.541895405E0,3.799999878E-2,-9.099999815E-2,2.500000037E-2
2.546857789E0,3.500000015E-2,1.899999939E-2,2.290000021E-1
2.551819938E0,1.700000092E-2,-6.499999762E-2,2.230000049E-1
2.556782092E0,4.199999943E-2,-6.400000304E-2,1.539999992E-1
2.561744246E0,4.199999943E-2,3.099999949E-2,1.270000041E-1
2.566706434E0,-6.700000167E-2,-8.999999613E-3,1.400000006E-1
2.571668588E0,-1.099999994E-2,-3.299999982E-2,1.600000076E-2
2.576630771E0,-3.799999878E-2,-5.999999866E-2,1.389999986E-1
2.581593155E0,-1.099999994E-2,3.500000015E-2,1.250000000E-1
2.586555386E0,-2.400000021E-2,-3.200000152E-2,4.300000146E-2
2.591517549E0,-9.799999744E-2,8.999999613E-3,1.600000076E-2
2.596479933E0,-1.400000043E-2,8.999999613E-3,2.000000095E-3
2.601442087E0,-1.209999993E-1,8.999999613E-3,-3.799999878E-2
2.606404251E0,-3.700000048E-2,-3.000000026E-3,-2.400000021E-2
2.611366405E0,-9.700000286E-2,-7.999999821E-2,0.000000000E0
2.616328559E0,-9.499999881E-2,-3.900000080E-2,-1.080000028E-1
2.621290790E0,-7.900000364E-2,-3.900000080E-2,-7.999999821E-2
2.626252944E0,-5.099999905E-2,1.400000043E-2,-1.209999993E-1
2.631215083E0,-3.299999982E-2,9.999999776E-3,-9.099999815E-2
2.636177468E0,-6.000000052E-3,-4.399999976E-2,-6.400000304E-2
2.641139699E0,7.000000216E-3,-5.799999833E-2,-1.040000021E-1
2.646101775E0,-1.140000001E-1,-4.000000190E-3,-1.180000007E-1
2.651064006E0,-9.300000221E-2,-2.899999917E-2,4.399999976E-2
2.656026395E0,4.399999976E-2,-2.000000095E-3,-1.040000021E-1
2.660988549E0,8.699999750E-2,-5.799999833E-2,-1.850000024E-1
2.665950703E0,3.500000015E-2,3.599999845E-2,-2.119999975E-1
2.670912833E0,-1.600000076E-2,1.000000047E-3,-2.220000029E-1
2.675874987E0,-6.899999827E-2,-1.300000027E-2,-2.349999994E-1
2.680837217E0,-1.640000045E-1,-9.399999678E-2,-2.890000045E-1
2.685799352E0,-8.200000226E-2,-6.700000167E-2,-2.479999959E-1
2.690761506E0,-1.270000041E-1,-9.200000018E-2,-1.129999980E-1
2.695723891E0,-5.900000036E-2,-1.319999993E-1,2.199999988E-2
2.700686121E0,-1.140000001E-1,-2.669999897E-1,9.000000358E-2
2.705648198E0,-1.959999949E-1,-1.299999952E-1,-4.600000009E-2
2.710610419E0,-1.059999987E-1,-1.230000034E-1,-4.899999872E-2
2.715572804E0,-1.589999944E-1,-2.169999927E-1,-6.300000101E-2
2.720534727E0,-1.319999993E-1,-2.600000054E-2,-6.300000101E-2
2.725497107E0,-2.280000001E-1,-1.199999973E-1,-1.180000007E-1
2.730459337E0,-2.269999981E-1,-3.299999982E-2,4.300000146E-2
2.735421409E0,-2.000000030E-1,-8.600000292E-2,-1.070000008E-1
2.740383640E0,-1.059999987E-1,-1.700000092E-2,0.000000000E0
2.745346025E0,6.800000370E-2,2.500000037E-2,-5.499999970E-2
2.750307982E0,1.899999976E-1,-7.699999958E-2,8.000000380E-3
2.755270366E0,1.879999936E-1,1.150000021E-1,-1.150000021E-1
2.760232597E0,1.340000033E-1,7.699999958E-2,-7.000000216E-3
2.765194669E0,1.749999970E-1,1.209999993E-1,-8.999999613E-3
2.770156900E0,2.280000001E-1,1.439999938E-1,7.299999893E-2
2.775119088E0,1.599999964E-1,1.190000027E-1,-2.300000004E-2
2.780081242E0,6.499999762E-2,5.400000140E-2,4.300000146E-2
2.785043626E0,2.500000037E-2,-2.300000004E-2,1.640000045E-1
2.790005871E0,-7.699999958E-2,-1.159999967E-1,2.380000055E-1
2.794968025E0,-1.580000073E-1,-1.930000037E-1,3.580000103E-1
2.799930165E0,-2.099999934E-1,-2.730000019E-1,3.709999919E-1
2.804892549E0,-8.500000089E-2,-1.490000039E-1,1.930000037E-1
2.809854458E0,-1.030000001E-1,-7.400000095E-2,4.100000113E-2
2.814816843E0,-1.270000041E-1,-1.550000012E-1,9.499999881E-2
2.819778997E0,-4.399999976E-2,-5.999999866E-2,1.360000074E-1
2.824741146E0,-4.300000146E-2,-4.699999839E-2,-6.700000167E-2
2.829703377E0,-1.159999967E-1,4.399999976E-2,-9.999999776E-3
2.834665737E0,-3.400000185E-2,-2.500000037E-2,3.099999949E-2
2.839627660E0,-8.799999952E-2,-2.600000054E-2,-1.580000073E-1
2.844590045E0,-1.999999955E-2,-4.100000113E-2,-3.339999914E-1
2.849552213E0,-5.499999970E-2,2.000000095E-3,-3.149999976E-1
2.854514367E0,4.100000113E-2,9.499999881E-2,-2.460000068E-1
2.859476597E0,1.080000028E-1,9.499999881E-2,-3.409999907E-1
2.864438968E0,6.700000167E-2,1.360000074E-1,-1.369999945E-1
2.869400891E0,4.800000042E-2,2.500000037E-2,-5.400000140E-2
2.874363271E0,1.150000021E-1,2.500000037E-2,-6.800000370E-2
2.879325425E0,1.140000001E-1,2.600000054E-2,3.900000080E-2
2.884287578E0,4.500000179E-2,-8.100000024E-2,2.500000037E-2
2.889249842E0,6.700000167E-2,1.400000043E-2,6.499999762E-2
2.894211996E0,-1.000000047E-3,1.499999966E-2,-3.000000026E-3
2.899174150E0,-9.600000083E-2,-7.900000364E-2,9.999999776E-3
2.904136502E0,-1.089999974E-1,4.199999943E-2,-1.120000035E-1
2.909098655E0,-1.270000041E-1,-5.099999905E-2,-7.100000232E-2
2.914060809E0,-1.120000035E-1,2.999999933E-2,-9.799999744E-2
2.919023040E0,-5.799999833E-2,2.999999933E-2,-7.100000232E-2
2.923985425E0,1.040000021E-1,3.000000026E-3,-7.100000232E-2
2.928947348E0,5.799999833E-2,6.599999964E-2,-2.800000086E-2
2.933909708E0,1.519999951E-1,-2.000000095E-3,-2.039999962E-1
2.938871862E0,1.099999994E-1,7.900000364E-2,-2.319999933E-1
2.943834016E0,1.220000014E-1,-1.499999966E-2,-8.200000226E-2
2.948796271E0,1.379999965E-1,-2.800000086E-2,-4.199999943E-2
2.953758425E0,1.220000014E-1,5.299999937E-2,-1.250000000E-1
2.958720579E0,3.900000080E-2,0.000000000E0,-1.600000076E-2
2.963682972E0,3.700000048E-2,-2.600000054E-2,6.400000304E-2
2.968645126E0,-4.999999888E-3,-2.300000004E-2,3.500000015E-2
2.973607275E0,5.999999866E-2,1.799999923E-2,1.159999967E-1
2.978569506E0,4.500000179E-2,-8.000000380E-3,2.380000055E-1
2.983531890E0,9.799999744E-2,-1.030000001E-1,1.430000067E-1
2.988493804E0,3.799999878E-2,-5.499999970E-2,1.659999937E-1
2.993456189E0,1.049999967E-1,-1.400000043E-2,3.149999976E-1
2.998418343E0,6.300000101E-2,-2.800000086E-2,2.339999974E-1
3.003380477E0,1.180000007E-1,3.900000080E-2,2.199999988E-1
3.008342708E0,1.350000054E-1,2.999999933E-2,2.720000148E-1
3.013304871E0,1.350000054E-1,7.100000232E-2,1.899999976E-1
3.018267025E0,6.800000370E-2,7.000000030E-2,8.200000226E-2
3.023229179E0,2.060000002E-1,1.230000034E-1,1.400000043E-2
3.028191338E0,5.299999937E-2,4.100000113E-2,9.600000083E-2
3.033153723E0,0.000000000E0,1.350000054E-1,-2.500000037E-2
3.038115953E0,4.199999943E-2,5.200000107E-2,-1.059999987E-1
3.043078107E0,4.300000146E-2,6.599999964E-2,-6.499999762E-2
3.048040261E0,-3.400000185E-2,3.500000015E-2,-4.899999872E-2
3.053002670E0,-1.010000035E-1,3.500000015E-2,-3.500000015E-2
3.057964824E0,-1.550000012E-1,-3.200000152E-2,1.129999980E-1
3.062926977E0,-1.679999977E-1,-4.000000190E-3,1.129999980E-1
3.067889188E0,-1.949999928E-1,-7.599999756E-2,1.909999996E-1
3.072851265E0,-2.210000008E-1,-1.700000018E-1,3.129999936E-1
3.077813496E0,-9.700000286E-2,-1.710000038E-1,2.039999962E-1
3.082775915E0,-1.640000045E-1,-1.589999944E-1,1.369999945E-1
3.087737838E0,-2.600000054E-2,-4.500000179E-2,1.350000054E-1
3.092700255E0,1.000000047E-3,-1.899999939E-2,0.000000000E0
3.097662409E0,-5.200000107E-2,1.799999923E-2,1.499999966E-2
3.102624563E0,2.899999917E-2,5.499999970E-2,-1.049999967E-1
3.107586794E0,-9.999999776E-3,-4.199999943E-2,-6.300000101E-2
3.112548948E0,1.600000076E-2,1.180000007E-1,-2.249999940E-1
3.117511102E0,-2.400000021E-2,8.799999952E-2,-3.050000072E-1
3.122473283E0,1.600000076E-2,1.120000035E-1,-2.770000100E-1
3.127435668E0,3.000000026E-3,4.699999839E-2,-2.169999927E-1
3.132397822E0,-3.700000048E-2,-8.999999613E-3,-2.700000107E-1
3.137360053E0,-9.099999815E-2,-3.700000048E-2,-3.379999995E-1
3.142322437E0,-9.099999815E-2,-7.800000161E-2,-2.419999987E-1
3.147284389E0,-4.500000179E-2,-9.200000018E-2,-2.280000001E-1
3.152246543E0,-4.399999976E-2,-9.999999776E-3,-2.010000050E-1
3.157208697E0,-7.100000232E-2,-4.899999872E-2,-1.330000013E-1
3.162171092E0,-1.700000092E-2,-7.599999756E-2,-2.500000037E-2
3.167133323E0,-9.200000018E-2,-3.099999949E-2,2.700000070E-2
3.172095485E0,-9.099999815E-2,-8.500000089E-2,1.300000027E-2
3.177057639E0,3.000000026E-3,-8.399999887E-2,-4.100000113E-2
3.182019793E0,-9.099999815E-2,-1.389999986E-1,0.000000000E0
3.186982188E0,-1.099999994E-1,-1.459999979E-1,-5.700000003E-2
3.191944111E0,-1.780000031E-1,-1.319999993E-1,9.999999776E-3
3.196906495E0,-1.099999994E-1,-1.049999967E-1,-1.600000076E-2
3.201868711E0,-4.300000146E-2,-3.799999878E-2,1.059999987E-1
3.206830865E0,-9.200000018E-2,-2.500000037E-2,-5.499999970E-2
3.211793000E0,2.000000095E-3,-2.700000070E-2,1.209999993E-1
3.216755077E0,9.600000083E-2,-1.400000043E-2,-1.770000011E-1
3.221717308E0,1.089999974E-1,1.099999994E-2,-3.999999911E-2
3.226679707E0,1.260000020E-1,4.600000009E-2,-9.300000221E-2
3.231641861E0,5.600000173E-2,-2.199999988E-2,-5.099999905E-2
3.236604015E0,1.509999931E-1,1.000000015E-1,-1.059999987E-1
3.241566260E0,9.600000083E-2,1.539999992E-1,-1.330000013E-1
3.246528644E0,1.019999981E-1,9.200000018E-2,-8.900000155E-2
3.251490553E0,1.010000035E-1,9.200000018E-2,-7.500000298E-2
3.256452938E0,-7.000000216E-3,-9.700000286E-2,4.999999888E-3
3.261415092E0,-2.199999988E-2,-5.600000173E-2,7.299999893E-2
3.266377231E0,-5.999999866E-2,-6.100000069E-2,1.640000045E-1
3.271339385E0,8.799999952E-2,-1.000000015E-1,1.500000060E-1
3.276301539E0,1.010000035E-1,4.800000042E-2,1.630000025E-1
3.281263774E0,1.410000026E-1,6.100000069E-2,-3.999999911E-2
3.286225928E0,1.070000008E-1,7.100000232E-2,4.199999943E-2
3.291188048E0,9.200000018E-2,4.199999943E-2,-9.999999776E-3
3.296150202E0,1.059999987E-1,1.089999974E-1,-9.099999815E-2
3.301112587E0,2.400000021E-2,2.600000054E-2,-1.589999944E-1
3.306074706E0,9.799999744E-2,5.200000107E-2,7.199999690E-2
3.311036937E0,1.499999966E-2,3.799999878E-2,-1.040000021E-1
3.315999284E0,-3.799999878E-2,-2.999999933E-2,-3.599999845E-2
3.320961207E0,-5.200000107E-2,-1.389999986E-1,-4.899999872E-2
3.325923361E0,-5.999999866E-2,-5.499999970E-2,-2.300000004E-2
3.330885740E0,1.169999987E-1,-1.400000043E-2,-1.180000007E-1
3.335847894E0,8.000000380E-3,5.299999937E-2,-1.319999993E-1
3.340810048E0,7.699999958E-2,3.900000080E-2,-9.099999815E-2
3.345772279E0,-2.800000086E-2,-2.999999933E-2,-1.439999938E-1
3.350734433E0,-1.400000043E-2,-4.399999976E-2,-1.030000001E-1
3.355696779E0,8.100000024E-2,9.999999776E-3,-2.099999972E-2
3.360658933E0,9.399999678E-2,1.059999987E-1,4.600000009E-2
3.365620856E0,1.140000001E-1,-1.400000043E-2,4.399999976E-2
3.370583241E0,3.099999949E-2,0.000000000E0,1.659999937E-1
3.375545472E0,-8.999999613E-3,-2.700000070E-2,8.500000089E-2
3.380507626E0,-3.700000048E-2,1.300000027E-2,1.250000000E-1
3.385469769E0,-5.900000036E-2,-3.700000048E-2,5.600000173E-2
3.390432154E0,-1.700000092E-2,1.600000076E-2,4.199999943E-2
3.395394308E0,-7.000000030E-2,-1.099999994E-2,2.899999917E-2
3.400356447E0,-1.400000043E-2,-1.200000010E-2,-9.200000018E-2
3.405318601E0,2.600000054E-2,-1.000000047E-3,-9.000000358E-2
3.410280779E0,-2.600000054E-2,1.059999987E-1,-7.599999756E-2
3.415243010E0,-7.999999821E-2,1.049999967E-1,-1.840000004E-1
3.420205164E0,2.899999917E-2,2.300000004E-2,-3.199999928E-1
3.425167341E0,4.199999943E-2,7.699999958E-2,-3.260000050E-1
3.430129495E0,4.199999943E-2,4.800000042E-2,-2.440000027E-1
3.435091879E0,1.400000043E-2,8.900000155E-2,-1.350000054E-1
3.440054029E0,0.000000000E0,-1.799999923E-2,-9.499999881E-2
3.445016183E0,-1.260000020E-1,-3.000000026E-3,1.300000027E-2
3.449978394E0,-9.799999744E-2,-1.650000066E-1,-4.100000113E-2
3.454940548E0,-1.659999937E-1,-4.199999943E-2,-2.800000086E-2
3.459902702E0,-1.239999980E-1,0.000000000E0,-2.800000086E-2
3.464864872E0,-1.159999967E-1,-2.199999988E-2,1.049999967E-1
3.469827025E0,-1.010000035E-1,-4.800000042E-2,1.040000021E-1
3.474789410E0,-1.150000021E-1,-1.420000046E-1,2.540000081E-1
3.479751564E0,-7.000000216E-3,-1.150000021E-1,2.259999961E-1
3.484713718E0,1.700000092E-2,-3.900000080E-2,1.949999928E-1
3.489675958E0,1.700000092E-2,4.100000113E-2,1.270000041E-1
3.494638111E0,1.529999971E-1,5.400000140E-2,1.140000001E-1
3.499600265E0,5.799999833E-2,6.599999964E-2,-7.000000216E-3
3.504562448E0,5.400000140E-2,1.999999955E-2,-1.000000015E-1
3.509524833E0,1.490000039E-1,4.600000009E-2,-2.080000043E-1
3.514486987E0,1.209999993E-1,-8.000000380E-3,-2.220000029E-1
3.519449155E0,9.399999678E-2,1.129999980E-1,-2.890000045E-1
3.524411386E0,1.650000066E-1,4.899999872E-2,-2.169999927E-1
3.529373490E0,4.100000113E-2,2.099999972E-2,-1.490000039E-1
3.534335721E0,6.800000370E-2,2.199999988E-2,-1.300000027E-2
3.539297875E0,5.499999970E-2,8.999999613E-3,2.029999942E-1
3.544260044E0,-8.699999750E-2,-1.010000035E-1,1.430000067E-1
3.549222428E0,-4.000000190E-3,-5.700000003E-2,1.689999998E-1
3.554184582E0,-2.000000095E-3,-2.899999917E-2,1.420000046E-1
3.559146750E0,-4.100000113E-2,5.299999937E-2,1.280000061E-1
3.564108904E0,-6.199999899E-2,-2.300000004E-2,1.120000035E-1
3.569071178E0,-1.899999939E-2,3.200000152E-2,4.300000146E-2
3.574033331E0,3.599999845E-2,5.900000036E-2,-2.400000021E-2
3.578995716E0,1.049999967E-1,7.299999893E-2,4.300000146E-2
3.583957856E0,8.500000089E-2,8.000000380E-3,1.369999945E-1
3.588920010E0,5.700000003E-2,2.199999988E-2,1.089999974E-1
3.593882164E0,-1.190000027E-1,-4.999999888E-3,5.499999970E-2
3.598844308E0,-7.900000364E-2,-3.299999982E-2,2.189999968E-1
3.603806461E0,-1.140000001E-1,-5.200000107E-2,2.010000050E-1
3.608768697E0,-1.550000012E-1,-1.199999973E-1,1.739999950E-1
3.613730774E0,-4.600000009E-2,-7.999999821E-2,2.430000007E-1
3.618693005E0,4.899999872E-2,2.600000054E-2,1.209999993E-1
3.623655390E0,5.900000036E-2,0.000000000E0,6.599999964E-2
3.628617313E0,1.280000061E-1,5.200000107E-2,-2.700000070E-2
3.633579697E0,1.560000032E-1,7.699999958E-2,-5.299999937E-2
3.638541822E0,1.580000073E-1,7.000000216E-3,-2.500000037E-2
3.643504053E0,1.110000014E-1,6.300000101E-2,-2.099999934E-1
3.648466178E0,1.529999971E-1,6.100000069E-2,-2.630000114E-1
3.653428332E0,-7.000000216E-3,5.900000036E-2,-4.259999990E-1
3.658390716E0,-7.299999893E-2,-2.300000004E-2,-4.250000119E-1
3.663352673E0,-5.200000107E-2,4.000000190E-3,-4.309999943E-1
3.668314827E0,-9.099999815E-2,-1.059999987E-1,-3.210000098E-1
3.673276981E0,-1.449999958E-1,-1.190000027E-1,-3.350000083E-1
3.678239372E0,-7.699999958E-2,3.099999949E-2,-2.669999897E-1
3.683201602E0,2.899999917E-2,-1.099999994E-2,-1.299999952E-1
3.688163692E0,2.000000095E-3,-1.049999967E-1,-1.850000024E-1
3.693125923E0,7.000000030E-2,4.000000190E-3,-9.099999815E-2
3.698088308E0,7.000000030E-2,6.000000052E-3,-2.300000004E-2
3.703050227E0,9.000000358E-2,6.000000052E-3,-2.400000021E-2
3.708012611E0,4.800000042E-2,4.699999839E-2,1.239999980E-1
3.712974765E0,8.900000155E-2,-4.999999888E-3,3.149999976E-1
3.717936982E0,1.150000021E-1,-1.899999939E-2,1.650000066E-1
3.722899059E0,-1.999999955E-2,-2.400000021E-2,2.560000122E-1
3.727861290E0,-7.000000216E-3,-1.059999987E-1,2.419999987E-1
3.732823444E0,-6.199999899E-2,-1.209999993E-1,9.300000221E-2
3.737785598E0,-1.430000067E-1,0.000000000E0,-5.499999970E-2
3.742747958E0,-7.000000030E-2,-6.599999964E-2,-1.000000047E-3
3.747709881E0,-8.299999684E-2,5.400000140E-2,-5.499999970E-2
3.752672266E0,1.199999973E-1,6.599999964E-2,-2.310000062E-1
3.757634396E0,1.609999985E-1,6.499999762E-2,-2.709999979E-1
3.762596550E0,1.509999931E-1,3.799999878E-2,-3.059999943E-1
3.767558765E0,1.650000066E-1,1.459999979E-1,-2.779999971E-1
3.772520919E0,1.499999966E-2,-2.000000095E-3,-2.509999871E-1
3.777483073E0,2.000000095E-3,1.099999994E-2,-1.969999969E-1
3.782445194E0,-3.500000015E-2,2.300000004E-2,-5.999999866E-2
3.787407579E0,-2.099999972E-2,2.500000037E-2,-1.999999955E-2
3.792369732E0,-1.019999981E-1,-6.800000370E-2,1.010000035E-1
3.797331905E0,-4.699999839E-2,-7.999999821E-2,2.090000063E-1
3.802294136E0,3.099999949E-2,-4.600000009E-2,1.369999945E-1
3.807256227E0,-8.999999613E-3,-8.500000089E-2,3.269999921E-1
3.812218458E0,1.799999923E-2,-7.100000232E-2,9.499999881E-2
3.817180612E0,4.500000179E-2,2.300000004E-2,1.230000034E-1
